CardID,CustomerID,CardType,CardNumber,IssuedDate,ExpirationDate
1032,1777,Debit,675985934578,2023-06-15,2028-09-15
1033,117,Prepaid,3506948007583803,2023-06-14,2028-02-25
1034,36,Prepaid,4468527760489541,2020-07-07,2026-09-24
1035,2577,Credit,4169883529453480,2020-07-09,2029-10-14
1036,4768,Prepaid,3546509118153506,2020-10-31,2030-04-26
1037,4856,Debit,4259927497096409244,2020-11-21,2028-02-28
1038,2829,Credit,4510089413229590,2024-07-03,2027-12-19
1039,4038,Debit,370944651724412,2022-01-31,2029-02-12
1040,4031,Credit,60456282387,2022-07-30,2026-10-26
1041,2822,Debit,4636374252271190466,2023-03-27,2027-11-05
1042,1168,Prepaid,4727815404874393,2023-07-28,2027-06-16
1043,3203,Debit,4033148848593108451,2021-03-28,2027-07-19
1044,2516,Credit,5246338107192582,2020-09-02,2026-12-18
1045,4768,Credit,4513060392213852,2021-11-28,2027-11-28
1046,664,Prepaid,4193746671352901,2024-06-16,2028-01-10
1047,1337,Credit,502026333984,2024-09-12,2028-03-15
1048,1814,Debit,6011952597345277,2024-11-15,2028-07-12
1049,2675,Prepaid,3506711635077873,2023-02-19,2030-04-05
1050,4348,Debit,344666688815219,2021-04-24,2030-04-19
1051,12,Credit,4108120955379,2023-06-01,2030-02-02
1052,2183,Debit,378689272805775,2024-03-22,2026-11-26
1053,4673,Debit,345788114340908,2023-07-07,2026-10-28
1054,2070,Debit,4121844872192783,2023-04-21,2027-05-14
1055,954,Credit,4640649711073,2024-01-06,2029-06-17
1056,3345,Prepaid,2720821255838512,2021-12-26,2028-07-05
1057,2350,Credit,2237765700500167,2024-04-10,2029-08-09
1058,2287,Debit,345836015361612,2023-04-26,2029-04-16
1059,2797,Debit,36770221756402,2021-12-01,2028-11-05
1060,2865,Prepaid,3560824632625199,2023-02-12,2028-05-18
1061,1464,Prepaid,6589193129475421,2021-02-01,2029-07-22
1062,358,Prepaid,345615851399013,2020-09-19,2030-02-27
1063,936,Prepaid,4333456813272543,2021-02-15,2026-11-03
1064,4887,Debit,3558343111582890,2025-02-11,2027-02-05
1065,4295,Credit,4344040338691997351,2022-03-18,2029-05-13
1066,3980,Credit,4196280760821506161,2020-05-23,2028-04-19
1067,1551,Debit,6011388754258245,2024-06-10,2029-07-04
1068,2682,Credit,4753419028010921274,2022-06-16,2029-11-29
1069,3665,Credit,4461804711053032,2023-03-12,2027-07-02
1070,959,Debit,3592203407065679,2023-10-09,2028-07-06
1071,649,Debit,6543179895376807,2024-11-05,2028-10-19
1072,4519,Credit,4062610269104931752,2022-02-23,2029-10-06
1073,2045,Debit,4838302236013827,2020-10-11,2030-04-14
1074,4457,Credit,3507073476786693,2024-01-19,2026-11-21
1075,1442,Prepaid,30028184591183,2021-08-21,2029-10-31
1076,3512,Prepaid,4637372189790,2024-10-07,2028-05-20
1077,2581,Credit,4698329817693,2025-03-11,2028-07-02
1078,2243,Debit,213155270069045,2022-10-18,2026-08-25
1079,1330,Prepaid,372418329801439,2020-10-29,2029-12-25
1080,2645,Prepaid,4707989677938023526,2024-06-28,2029-05-05
1081,1581,Credit,3599830495088719,2020-10-17,2028-03-17
1082,4911,Credit,3536882364547057,2022-12-24,2027-07-27
1083,3083,Debit,3581619847416441,2023-12-17,2029-11-11
1084,4588,Credit,4199209466536190,2022-02-07,2027-11-17
1085,201,Credit,6011433224797958,2024-12-26,2028-04-10
1086,3816,Prepaid,180011002438082,2020-09-26,2026-10-08
1087,2106,Credit,346336248586530,2021-08-18,2029-01-19
1088,2983,Debit,3501711949442768,2022-03-03,2026-09-08
1089,2286,Prepaid,372357011524406,2024-04-30,2028-04-08
1090,3858,Prepaid,3545906251877910,2020-11-07,2027-08-02
1091,2380,Credit,4527604297596,2021-10-25,2029-12-26
1092,14,Credit,3577932906237285,2023-06-05,2027-09-06
1093,1490,Credit,4772099746863539,2022-10-28,2028-04-18
1094,4276,Credit,4591445472247067,2020-09-15,2029-12-07
1095,1512,Prepaid,4877667455718991513,2021-06-17,2027-06-28
1096,3224,Debit,6509958918721665,2024-08-31,2029-10-12
1097,2143,Debit,4601916121390626149,2021-08-25,2026-05-12
1098,3840,Debit,180008713979495,2020-11-11,2026-08-19
1099,3057,Prepaid,3558952863230779,2024-04-12,2027-08-07
1100,4967,Debit,5161039213274444,2024-02-25,2029-10-03
1101,2929,Debit,4492262083301,2025-01-23,2029-03-06
1102,4281,Credit,6011855007069884,2024-02-10,2028-07-23
1103,2620,Credit,5444871752724036,2021-12-17,2027-06-01
1104,174,Credit,30054643245286,2023-07-17,2030-03-22
1105,725,Debit,3545724856277331,2023-08-17,2028-06-26
1106,752,Prepaid,4728884380133470,2024-10-25,2028-04-29
1107,4821,Prepaid,349371821281008,2024-09-10,2030-03-02
1108,877,Debit,4826503478558,2021-04-10,2027-03-19
1109,3144,Credit,4872647298013462,2020-10-23,2027-11-24
1110,1236,Prepaid,3558903803443220,2021-04-17,2028-12-28
1111,2225,Prepaid,213158805755328,2021-11-26,2029-04-26
1112,3149,Debit,3505523939765330,2023-12-12,2028-08-31
1113,4722,Prepaid,3545194806054851,2024-03-06,2027-01-25
1114,1509,Credit,30450071124284,2025-04-07,2028-03-05
1115,1627,Credit,4809696256905605,2021-07-05,2029-04-10
1116,88,Debit,4065818528885691,2021-10-05,2028-05-03
1117,2426,Debit,4386854042703575,2022-02-18,2028-12-16
1118,1984,Debit,4834776947313937,2025-03-31,2030-02-18
1119,4408,Credit,3540729470568879,2022-02-09,2028-09-20
1120,2183,Credit,4976336613572,2022-09-30,2027-06-23
1121,1244,Credit,4876617135036998,2023-07-25,2026-09-08
1122,3081,Prepaid,4151635337179651,2022-08-16,2029-04-30
1123,3861,Prepaid,3558983946699334,2022-03-07,2029-07-23
1124,1332,Credit,4926572296366090,2021-07-10,2029-07-19
1125,3564,Debit,4896023533786,2020-09-22,2026-09-04
1126,3778,Debit,4638149709522,2022-11-15,2029-06-02
1127,1462,Prepaid,4729206419920056045,2024-10-24,2029-07-18
1128,83,Prepaid,4430648905818744,2021-06-03,2028-09-03
1129,2802,Prepaid,4760671596588,2024-03-19,2030-04-20
1130,33,Prepaid,6527199159483305,2024-08-07,2029-04-17
1131,1316,Prepaid,3511355341561870,2024-11-17,2026-09-28
1132,2831,Prepaid,4230785138019443,2021-04-28,2029-07-29
1133,1015,Credit,3528585757372252,2023-04-06,2029-01-08
1134,3667,Credit,4607795047776,2025-02-26,2028-11-09
1135,5,Prepaid,3589684185454414,2023-09-01,2029-10-19
1136,4238,Prepaid,2241698891285799,2022-09-30,2029-07-18
1137,4762,Credit,4945465040700325,2021-07-22,2030-02-11
1138,3710,Credit,343839242847892,2021-07-25,2027-10-05
1139,1406,Prepaid,2298324916189005,2025-02-24,2028-06-01
1140,2179,Credit,180066837600272,2023-10-24,2029-06-05
1141,3372,Debit,4215251862703057,2021-04-17,2029-02-26
1142,3765,Credit,342151190547719,2020-10-04,2027-06-13
1143,4808,Prepaid,371874896367876,2023-09-22,2029-09-18
1144,537,Prepaid,4834360156285670,2024-08-22,2027-12-20
1145,515,Credit,501876391381,2023-10-04,2028-10-31
1146,2794,Credit,36679311291826,2020-07-24,2029-06-13
1147,3014,Prepaid,4761630962047259,2021-04-24,2029-05-24
1148,4993,Debit,4807640933358,2024-09-07,2029-08-03
1149,902,Prepaid,4887264811735093,2022-05-03,2029-11-29
1150,705,Credit,213133665014876,2022-09-08,2029-12-30
1151,4183,Prepaid,4548506065733,2024-02-04,2028-03-31
1152,2665,Debit,3537625193920451,2025-02-07,2029-07-07
1153,165,Debit,4890222651705167,2025-02-09,2028-12-15
1154,4087,Prepaid,3577788605750436,2020-06-28,2027-04-26
1155,1280,Credit,4688852336401,2020-07-07,2027-12-02
1156,3764,Prepaid,4808499400168,2025-02-19,2026-07-04
1157,1514,Prepaid,4511931751407573215,2023-02-17,2027-07-24
1158,3944,Credit,4411443125864,2021-09-10,2029-06-17
1159,62,Debit,213136158234521,2021-02-12,2029-06-30
1160,4695,Credit,4730481862868,2024-03-27,2026-07-07
1161,1947,Prepaid,4043737440306171,2020-11-15,2028-10-30
1162,2101,Debit,503817376935,2023-09-05,2027-08-18
1163,3656,Prepaid,5118686424309866,2020-11-28,2030-04-10
1164,2811,Credit,30160221305713,2023-05-26,2027-08-04
1165,2001,Credit,3594625001011139,2024-06-29,2028-08-06
1166,3602,Prepaid,501814563653,2021-08-31,2026-08-01
1167,3870,Prepaid,6575118316679291,2022-12-01,2028-06-15
1168,1009,Prepaid,4996163594770715,2021-01-01,2027-10-31
1169,4325,Prepaid,180060146173543,2022-11-28,2029-04-11
1170,469,Prepaid,4103883181305,2021-07-20,2029-07-29
1171,1187,Credit,3524132816352746,2024-09-14,2027-10-14
1172,1878,Credit,2297432039698918,2023-10-13,2028-04-17
1173,1314,Debit,30494296053134,2022-12-06,2028-10-23
1174,2619,Prepaid,4867874661943,2024-07-01,2026-07-15
1175,2793,Debit,3567036900364806,2022-10-21,2028-12-26
1176,4213,Prepaid,4441145173294818029,2022-01-12,2026-12-08
1177,576,Credit,4485188572870235,2022-11-29,2028-07-31
1178,395,Debit,2246207727100969,2021-03-12,2028-07-26
1179,2823,Prepaid,180056746287436,2021-03-01,2026-10-30
1180,2827,Debit,2340679985946868,2021-08-13,2027-09-29
1181,4755,Debit,213140409281166,2025-04-12,2026-10-26
1182,4997,Prepaid,5394672270162372,2022-04-25,2029-07-24
1183,123,Credit,630472018542,2023-06-01,2027-06-30
1184,497,Credit,4138637725455550,2024-11-19,2029-11-24
1185,3949,Credit,4476053990625531,2021-10-24,2029-03-14
1186,1484,Prepaid,6011439171906849,2022-08-09,2026-12-22
1187,1414,Prepaid,676290576401,2022-03-30,2027-02-15
1188,3488,Prepaid,4984672682177,2021-03-07,2028-06-15
1189,316,Debit,345583121669500,2022-09-07,2028-02-08
1190,1146,Debit,6011508706367147,2023-04-09,2030-01-08
1191,3744,Debit,4789122137031,2023-02-07,2030-03-15
1192,2576,Prepaid,3544933224691302,2025-04-10,2029-04-08
1193,1301,Credit,180017815571431,2021-12-04,2028-02-13
1194,4107,Credit,4702737242773059,2020-06-30,2027-07-23
1195,2278,Debit,502015446052,2020-09-29,2029-06-23
1196,435,Prepaid,4323689842161,2020-05-15,2026-08-29
1197,1902,Prepaid,4900588182970555598,2024-02-11,2026-06-17
1198,2467,Credit,676225758959,2023-12-15,2027-12-07
1199,3343,Debit,4553481653513098,2025-03-19,2030-02-02
1200,1492,Credit,30143011490390,2021-04-17,2026-09-11
1201,3413,Credit,6516599976808357,2024-01-16,2030-03-21
1202,121,Debit,676150999651,2025-04-07,2027-04-17
1203,1429,Debit,2641396176276999,2020-05-16,2029-06-04
1204,1530,Debit,38211889243100,2023-10-20,2026-06-12
1205,912,Prepaid,4259957596698252754,2021-04-28,2028-02-16
1206,1100,Credit,4673506847837501,2022-07-05,2027-03-01
1207,4106,Prepaid,4621212355599871,2022-11-14,2028-04-05
1208,2190,Prepaid,4266656554387649532,2021-02-14,2030-01-08
1209,4774,Debit,502078035131,2020-08-21,2027-11-18
1210,231,Debit,6011482635423738,2023-06-09,2026-06-05
1211,3984,Credit,370615394412081,2022-03-02,2030-01-25
1212,2478,Prepaid,2478537390372274,2022-09-28,2029-12-12
1213,1070,Debit,213105687401471,2021-01-06,2027-08-25
1214,3174,Credit,4913102821655232,2020-09-12,2028-08-31
1215,4736,Credit,30093003721072,2020-12-26,2029-02-16
1216,4780,Prepaid,3511350819357653,2025-02-03,2027-06-15
1217,1847,Prepaid,4570844286047363,2024-09-11,2026-10-08
1218,1276,Debit,3598619386949043,2024-09-30,2026-10-13
1219,2316,Credit,180014452649943,2023-01-13,2029-11-09
1220,2626,Credit,4169113282207811768,2024-07-22,2029-02-26
1221,233,Prepaid,3538529530704629,2024-06-20,2027-02-01
1222,3083,Debit,180031937313283,2023-11-21,2029-02-19
1223,4670,Prepaid,3524936659499608,2021-10-14,2028-04-03
1224,1264,Credit,4247637989662184322,2021-06-25,2028-01-20
1225,3918,Debit,4905676495167,2024-04-28,2029-10-14
1226,1901,Prepaid,4533029969634834658,2025-04-22,2026-08-29
1227,2036,Credit,349367014355211,2023-03-15,2029-06-20
1228,1523,Prepaid,6011184473556690,2020-08-03,2026-10-03
1229,3017,Debit,4462485930697971810,2024-09-16,2029-07-26
1230,638,Debit,4913947841462434963,2024-12-25,2026-06-02
1231,4313,Prepaid,4230843600692559,2024-03-05,2029-05-20
1232,1137,Debit,639065816097,2023-02-21,2028-03-06
1233,4746,Prepaid,4511173384942669,2021-08-15,2026-05-17
1234,1433,Prepaid,180060612074472,2024-12-28,2029-07-16
1235,1316,Prepaid,3551767681263399,2023-12-07,2026-10-09
1236,1282,Debit,4912445088109,2021-07-21,2028-10-26
1237,1085,Prepaid,4702179285609469977,2024-04-25,2029-07-03
1238,3031,Credit,378478295585238,2024-09-24,2027-01-03
1239,3309,Credit,4556153266223,2025-04-25,2029-08-28
1240,4228,Credit,3563045169393384,2022-05-03,2028-09-06
1241,4121,Debit,341419041525668,2022-09-30,2029-07-23
1242,2862,Credit,4443399842280706,2020-07-24,2029-03-20
1243,4917,Credit,4607178605201777554,2021-05-29,2030-03-25
1244,3011,Credit,4691732877432728,2022-09-22,2028-04-04
1245,425,Credit,6550792934012587,2020-07-15,2029-01-10
1246,719,Prepaid,4344302345172440986,2022-07-15,2029-01-02
1247,4838,Debit,4305330006050939,2020-11-04,2027-08-04
1248,460,Prepaid,2710057325353271,2022-01-11,2029-01-08
1249,2697,Prepaid,6011656883117478,2024-08-21,2027-06-20
1250,3120,Debit,4384606009184330598,2025-02-13,2026-12-12
1251,2334,Prepaid,60496592696,2024-08-13,2030-01-17
1252,4729,Debit,4702751921138971,2022-05-26,2026-12-31
1253,3551,Credit,213106043688264,2024-10-10,2028-03-02
1254,1294,Debit,344645052626576,2022-02-08,2027-12-18
1255,3891,Prepaid,347157955379326,2022-01-30,2027-09-20
1256,3518,Debit,180036113086595,2025-01-18,2029-08-21
1257,4195,Debit,4362223475195,2024-03-28,2027-09-22
1258,3340,Prepaid,4946418720344061,2020-11-18,2028-01-09
1259,1137,Credit,3516245771239680,2022-04-30,2030-03-31
1260,3937,Debit,4179720638228627,2022-01-04,2027-04-12
1261,3122,Credit,4670918801567623,2023-08-30,2028-12-22
1262,1724,Credit,346394817460074,2020-12-22,2028-11-19
1263,2276,Debit,3588532793097599,2021-09-22,2026-08-11
1264,2491,Credit,4030707519356741,2025-02-13,2027-06-08
1265,3177,Debit,3525347062177980,2023-02-12,2029-06-08
1266,1454,Debit,2713672840477814,2022-03-29,2029-03-19
1267,3150,Prepaid,3506307930014339,2025-02-10,2028-10-16
1268,3253,Debit,30098825775032,2022-11-21,2029-09-13
1269,4579,Prepaid,30407099885155,2020-06-13,2028-03-31
1270,637,Credit,503815152023,2023-07-14,2027-10-19
1271,3176,Prepaid,675979433934,2021-11-20,2028-02-21
1272,674,Prepaid,630498323405,2023-12-26,2028-10-18
1273,1795,Prepaid,4034419629543,2022-05-06,2027-06-11
1274,1226,Credit,3521390350642459,2023-06-16,2027-05-30
1275,4886,Prepaid,348436715951510,2022-02-02,2027-05-12
1276,3646,Credit,4456451432868,2025-04-24,2027-10-29
1277,4542,Prepaid,503857070497,2025-04-27,2027-03-10
1278,4793,Debit,30397171912201,2021-04-01,2026-08-23
1279,3550,Prepaid,370171970884707,2023-12-04,2027-07-10
1280,2147,Credit,4157441495202920,2022-02-21,2029-12-12
1281,3847,Prepaid,6572821968257117,2021-05-21,2028-01-28
1282,231,Debit,4011095417907564,2022-04-05,2028-08-31
1283,3808,Debit,6011554239896426,2022-06-12,2026-08-08
1284,3429,Debit,502063599307,2021-04-06,2030-02-05
1285,2226,Prepaid,630478906518,2024-08-25,2030-02-18
1286,1524,Prepaid,4969497166592609,2023-03-19,2027-04-03
1287,2923,Debit,2251571240728545,2021-12-28,2030-01-03
1288,59,Credit,6011654002781761,2022-06-28,2026-09-09
1289,4616,Prepaid,4171999081137971790,2025-02-12,2029-08-18
1290,4509,Prepaid,6011342352701320,2021-07-02,2030-04-27
1291,4800,Prepaid,2285451866211698,2023-09-05,2026-11-19
1292,4460,Debit,4287623680244055,2021-06-06,2026-06-26
1293,3839,Prepaid,2708734201785859,2022-09-12,2029-05-30
1294,2406,Prepaid,30055642552168,2021-02-24,2028-10-30
1295,29,Debit,3546835962094805,2022-05-05,2028-03-25
1296,1673,Credit,3558790999686021,2022-09-06,2026-12-08
1297,4876,Prepaid,3542242275207170,2025-03-03,2029-02-20
1298,1276,Prepaid,30066053150418,2022-09-18,2029-04-22
1299,1210,Debit,4640581755006001,2021-07-02,2030-05-05
1300,2756,Credit,30367661149036,2022-07-28,2026-09-02
1301,4774,Credit,4851870434661,2024-03-19,2029-09-14
1302,3543,Debit,6011155327936890,2020-05-20,2028-04-14
1303,1383,Debit,502068156954,2020-10-30,2028-06-17
1304,3348,Credit,4685000094512817450,2021-10-30,2026-11-23
1305,4593,Prepaid,30385826269168,2022-02-06,2026-07-13
1306,3829,Credit,3576863400012851,2023-12-18,2030-01-27
1307,1504,Credit,213129627940844,2022-03-14,2028-04-20
1308,4769,Credit,372242859118273,2022-08-08,2029-11-03
1309,1857,Debit,4546015935925,2023-07-16,2028-06-14
1310,2019,Prepaid,4352030391230,2021-10-30,2028-06-09
1311,2376,Debit,3565620876703170,2022-02-15,2027-08-09
1312,946,Prepaid,4902970418334489690,2024-06-18,2029-12-08
1313,4734,Prepaid,4816833495901148783,2021-02-04,2028-07-21
1314,1340,Credit,4669054195266,2020-11-21,2029-12-13
1315,2157,Debit,6518149064617605,2021-11-30,2029-04-05
1316,1085,Prepaid,3541632395777964,2023-01-07,2028-06-26
1317,109,Prepaid,6011583720875979,2024-11-14,2028-09-20
1318,3223,Prepaid,676395401794,2020-10-22,2027-12-24
1319,2722,Debit,6011580949330570,2021-11-21,2027-01-03
1320,1435,Debit,30180551632445,2022-05-27,2028-05-25
1321,4041,Debit,676147499971,2022-05-11,2028-04-05
1322,2016,Debit,4579146025935994,2022-04-24,2027-11-10
1323,2681,Prepaid,3567096363110773,2025-04-26,2026-12-27
1324,3972,Credit,36784112200586,2025-04-21,2030-03-16
1325,4975,Credit,4040226036213119,2020-07-02,2029-03-25
1326,1901,Credit,6011627773604974,2025-02-23,2026-05-25
1327,2644,Prepaid,6554309093106666,2022-11-04,2026-08-19
1328,1175,Debit,4600853761195443,2021-10-19,2029-09-13
1329,651,Credit,4633412212895720,2023-05-14,2027-07-26
1330,4793,Prepaid,3524111442051765,2025-01-15,2030-04-20
1331,643,Credit,5526006844938424,2024-12-24,2026-08-27
1332,12,Debit,340996817409541,2021-07-31,2029-11-03
1333,3177,Credit,3590161442227377,2022-03-29,2026-11-04
1334,3753,Debit,213127047341478,2024-11-07,2027-09-05
1335,3456,Prepaid,3578324640987095,2023-08-27,2028-10-19
1336,4158,Debit,3535724896980474,2024-05-02,2027-11-17
1337,3564,Credit,60418163634,2024-01-19,2028-08-20
1338,2998,Prepaid,3526341128113567,2020-08-28,2029-04-23
1339,4524,Credit,4948694614971,2023-10-23,2027-05-21
1340,194,Prepaid,3570398751573009,2021-12-16,2027-07-02
1341,1597,Debit,30103976919601,2022-11-03,2026-05-20
1342,3290,Credit,372715661789126,2022-08-02,2026-08-26
1343,3665,Debit,5136169407094415,2022-03-21,2029-12-29
1344,3048,Debit,3593047290272937,2025-03-25,2028-11-30
1345,4661,Prepaid,4155180975974226,2020-09-10,2028-10-15
1346,4034,Debit,676350556269,2021-11-21,2027-02-23
1347,757,Prepaid,371176075279439,2020-06-19,2029-02-10
1348,2294,Debit,4938398039957268,2022-09-17,2027-03-07
1349,3583,Prepaid,4261248053442581471,2022-10-19,2027-04-27
1350,3185,Debit,4617122899373353999,2021-04-20,2028-05-13
1351,3846,Prepaid,349045808405919,2024-09-23,2029-06-11
1352,4780,Prepaid,3544478913180886,2022-02-18,2030-04-27
1353,1984,Debit,60439220611,2022-07-27,2028-08-02
1354,1768,Credit,676217603585,2020-10-28,2028-08-06
1355,1134,Credit,345154030847551,2023-08-26,2029-07-27
1356,3886,Debit,375331053535544,2022-05-17,2028-06-03
1357,29,Credit,6566852671644356,2023-01-09,2027-03-31
1358,792,Prepaid,60467177063,2020-06-10,2027-06-20
1359,1700,Prepaid,4873729252827904742,2023-09-22,2029-06-15
1360,1387,Prepaid,3544970994089762,2022-05-19,2028-01-04
1361,4557,Debit,2254219720423180,2021-04-30,2029-04-02
1362,1885,Prepaid,4167305275729311,2023-04-02,2029-01-15
1363,1863,Debit,5408784137376881,2022-06-23,2028-10-05
1364,3727,Credit,4175400844020621,2021-12-01,2028-02-25
1365,4537,Prepaid,6594584568560702,2024-03-18,2027-11-23
1366,2857,Credit,3546860759282017,2020-11-14,2029-10-27
1367,1765,Prepaid,5462592525085854,2025-03-06,2030-01-24
1368,2273,Prepaid,503864342509,2022-07-15,2027-04-06
1369,1347,Debit,3519628348754066,2023-07-24,2028-01-24
1370,3897,Debit,30457373935374,2021-02-26,2029-11-04
1371,2941,Credit,344801221086578,2021-11-22,2026-05-14
1372,170,Credit,4869060018004537,2021-11-15,2029-10-17
1373,544,Debit,3514788553774509,2021-11-15,2028-09-20
1374,1883,Prepaid,3548414059549127,2022-12-07,2029-09-10
1375,3599,Prepaid,213167530976455,2021-09-23,2029-12-14
1376,766,Credit,4899334625093,2020-10-09,2028-12-20
1377,63,Prepaid,6011497111623437,2024-05-28,2026-07-27
1378,1137,Credit,373562921542377,2024-01-01,2029-12-04
1379,589,Credit,30282145403125,2021-07-22,2028-10-26
1380,532,Debit,4163802116113,2022-02-24,2027-06-22
1381,2174,Debit,3543805008075418,2022-09-05,2027-02-18
1382,213,Debit,3512400574906324,2024-08-02,2030-03-07
1383,1993,Prepaid,2226167410325303,2024-08-06,2029-12-20
1384,809,Debit,3588568637113952,2022-09-04,2027-07-26
1385,33,Debit,502068056683,2023-08-15,2029-08-14
1386,225,Debit,180011064071870,2021-11-09,2028-11-15
1387,600,Credit,6501518112881109,2021-09-18,2028-07-28
1388,4253,Prepaid,4306267316927993,2024-10-15,2027-02-14
1389,3614,Credit,4483898748247785,2023-01-30,2030-03-01
1390,4726,Debit,4117337338048,2022-12-06,2029-02-05
1391,1658,Prepaid,503856741346,2023-06-13,2028-01-28
1392,4721,Prepaid,30541818498203,2021-01-10,2029-08-13
1393,3349,Credit,5257902763088818,2022-11-21,2028-03-16
1394,4697,Prepaid,4491691716858414,2023-06-04,2029-07-15
1395,2615,Debit,4130698155851,2022-08-19,2029-06-20
1396,4100,Prepaid,583962002627,2020-09-05,2029-02-07
1397,2519,Credit,213103075563382,2021-06-11,2028-12-21
1398,3670,Debit,4926833106704049,2022-01-18,2028-03-30
1399,2839,Prepaid,3526324042529027,2024-07-02,2028-02-17
1400,3139,Credit,344266252553070,2022-11-04,2029-08-07
1401,944,Prepaid,6011407695323791,2023-03-13,2028-05-31
1402,2376,Credit,589425590322,2025-02-11,2028-02-23
1403,853,Credit,569793208806,2023-07-09,2027-12-18
1404,313,Credit,213154726233362,2022-02-14,2029-06-07
1405,997,Debit,2703026994396720,2022-01-02,2029-10-24
1406,1142,Credit,4560375533581632607,2023-03-06,2028-06-04
1407,3498,Debit,3534233142902499,2021-08-19,2027-08-28
1408,895,Credit,180096788289999,2021-06-29,2026-10-27
1409,4483,Debit,30227405371363,2020-07-14,2028-01-10
1410,4900,Credit,4275609040106055408,2021-04-14,2028-04-16
1411,3966,Prepaid,345184495307593,2021-01-24,2027-11-19
1412,2368,Credit,4792527821142,2020-07-19,2028-08-02
1413,2933,Prepaid,630449878671,2024-09-26,2027-02-03
1414,4070,Debit,4078048426110035,2021-12-27,2028-09-16
1415,391,Credit,676139851189,2023-06-10,2028-07-17
1416,4319,Debit,4302961351800982,2020-11-10,2028-10-02
1417,1462,Prepaid,4857324426058616,2021-10-11,2029-04-29
1418,4740,Credit,2256479811026882,2022-10-17,2030-01-18
1419,708,Credit,213156969742215,2021-06-28,2029-04-18
1420,2354,Credit,348259178827997,2022-03-27,2030-01-10
1421,2580,Debit,676163886234,2022-03-21,2029-12-28
1422,2015,Credit,3572459995456258,2025-01-09,2027-01-20
1423,1776,Prepaid,3514096304344048,2022-04-10,2030-04-27
1424,4954,Prepaid,563874981175,2021-06-27,2026-07-15
1425,2868,Prepaid,4237858724211766,2024-11-04,2027-03-05
1426,4691,Credit,213191547050344,2020-06-02,2027-12-12
1427,4439,Credit,375555055419626,2023-04-24,2027-09-23
1428,3038,Prepaid,6011499612766137,2025-05-09,2028-06-25
1429,3539,Credit,213144075763812,2024-04-11,2027-01-14
1430,4102,Credit,30029374105347,2022-07-30,2029-11-04
1431,334,Prepaid,6580164867624362,2023-11-28,2028-08-07
1432,2635,Debit,3580296262655497,2020-12-21,2027-05-11
1433,1622,Debit,180088129661267,2024-02-22,2026-12-14
1434,3948,Prepaid,4577422296692057,2020-07-29,2029-05-06
1435,1702,Debit,3511435121772556,2023-03-12,2027-06-27
1436,4144,Prepaid,639086255002,2023-01-09,2029-06-22
1437,1768,Credit,3519127712039816,2024-06-01,2028-06-19
1438,4380,Debit,375773914865182,2025-01-17,2028-07-11
1439,2135,Debit,3571405542789239,2022-05-18,2026-12-14
1440,472,Prepaid,6549150172490474,2023-05-31,2029-10-12
1441,4965,Credit,180005804443159,2022-06-03,2028-10-28
1442,3043,Debit,180014089385416,2021-04-10,2027-11-01
1443,4151,Prepaid,6532597426378971,2022-09-08,2029-01-05
1444,1248,Debit,3510470369469343,2024-08-07,2026-11-16
1445,4627,Prepaid,4616107653828976966,2025-03-28,2026-11-12
1446,3710,Debit,4470593837629325,2020-08-16,2028-12-27
1447,4670,Prepaid,372533211305883,2021-12-21,2028-02-09
1448,1729,Debit,4711795943867,2023-01-09,2028-05-29
1449,1284,Credit,5366478511647997,2024-01-11,2027-11-16
1450,4654,Credit,3506497642931019,2022-12-10,2029-04-11
1451,3974,Credit,6011808311515142,2020-09-14,2027-01-24
1452,461,Debit,3566662018504305,2021-06-02,2029-03-21
1453,4952,Debit,3500054630311518,2023-08-19,2026-07-09
1454,1363,Credit,2298059914154672,2025-01-06,2029-04-13
1455,1465,Prepaid,4848885420676842329,2021-01-13,2030-04-16
1456,4099,Prepaid,30553530023268,2022-09-02,2029-11-15
1457,2094,Debit,4170607346127028,2022-06-17,2030-04-11
1458,637,Prepaid,4033306896582438,2020-06-27,2026-08-01
1459,2898,Credit,371963704159110,2023-10-01,2028-08-06
1460,2000,Debit,213141326176133,2023-05-23,2029-12-22
1461,2170,Prepaid,4922973066592030378,2020-07-18,2027-05-20
1462,809,Credit,30275123263404,2022-09-03,2028-03-28
1463,3071,Prepaid,4010251665186069,2024-07-03,2028-09-27
1464,167,Prepaid,348580090274863,2021-07-08,2027-10-17
1465,1286,Debit,3502937249404385,2025-02-08,2029-08-02
1466,3687,Debit,4516307919297299,2021-01-21,2027-10-28
1467,3532,Debit,2221111715898007,2022-09-09,2030-05-02
1468,1198,Prepaid,4296539927155277,2023-05-09,2029-06-28
1469,4566,Debit,6011457679260055,2020-12-04,2029-04-03
1470,1488,Debit,36242324478391,2021-10-30,2028-03-14
1471,4543,Debit,4163265596219911509,2020-11-29,2029-11-10
1472,1649,Debit,2462460488243984,2022-10-29,2027-08-29
1473,2473,Credit,345197310802382,2021-12-28,2027-10-13
1474,3330,Prepaid,4262150126187646743,2023-06-21,2028-07-07
1475,303,Credit,4340646702401093,2023-10-14,2028-12-30
1476,4911,Prepaid,6011185755467381,2024-06-18,2029-06-14
1477,565,Credit,345653740017637,2025-04-14,2029-09-05
1478,3323,Debit,373453257551598,2023-12-20,2030-04-24
1479,1743,Credit,3519728841403334,2024-10-02,2028-06-09
